SIA Code,Vaccine Type,Start,End,Year,Month,Country,Province,District,Admin 3,Admin 4,Children Checked,Children Unvaccinated,Classification,Status
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,,,JATI,G. M. BARAN,50,4,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,ISLAMABAD,CDA,CDA,MERABADIA,50,3,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,ISLAMABAD,ICT,ICT,SOHAN,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 189,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 266,50,6,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 288,50,5,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,LAHORE,RAVI TOWN,UC 29,50,5,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,LAHORE,SAMANABAD TOWN,UC 84,50,4,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,RAWALPINDI,RWP CITY,U.C NO. 8,50,3,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,PUNJAB,RYKHAN,SADIQABAD,AHMEDPUR LAMMA DEH,50,1,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,BADIN,MATLI,HALEPOTA,50,8,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,DADU,JOHI,BAHAWALPUR,50,4,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,GHOTKI,GHOTKI,GHOTKI 3,50,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,GHOTKI,MIRPUR MATHELO,YARO LUND,50,1,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,HYDERABAD,HYDERABAD CITY,HYDERABAD-15,50,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,HYDERABAD,HYDERABAD CITY,HYDERABAD-8,50,1,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,HYDERABAD,QASIMABAD,CANTT 1,50,1,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,JACOBABAD,JACOBABAD,DASTI,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,JACOBABAD,THULL,TOJ,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,JAMSHORO,KOTRI,SON WALHAR - 2,50,6,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,KAMBAR,KAMBAR,KAMBAR-3,50,9,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,KAMBAR,SHAHDADKOT,SHAHDAD KOT-2,50,5,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,KASHMORE,TANGWANI,RESALDAR,50,3,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,KHAIRPUR,GAMBAT,BELHARO,50,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,LARKANA,BAKRANI,PATHAN,50,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,LARKANA,RATO DERO,PIR BUX BHUTTO,50,5,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,MATIARI,SAEEDABAD,SHAHMIR RAHU,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,MIRPURKHAS,MIRPURKHAS,JHALURI,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,NFEROZ,KANDIARO,DARBELO,50,1,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SANGHAR,TANDO ADAM,TANDO ADAM-3,50,3,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SBENAZIRABAD,SAKRAND,GUHRAM MARI,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SHIKARPUR,KHANPUR,MIAN SAHIB,50,3,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SHIKARPUR,LAKHI,TAIB,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SUKKUR,NEW SUKKUR,BACHAL SHAH MIANI,50,6,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,SUKKUR,ROHRI,ARORE,50,16,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,T.ALLAHYAR,JHANDO MARI,JHANDO MARI,50,2,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,TMKHAN,BULRI SHAH KARIM,BULRI SHAH KARIM,50,7,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,SINDH,UMARKOT,UMERKOT,GHAREEB ABAD,50,4,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,FR DIKHAN,FR DIKHAN,DARAZIND 1,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,FR TANK,FR TANK,JANDOLA 1,60,5,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,FR LAKKI,FR LAKKI,DABAK SARDARKHEL,60,1,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,FR KOHAT,FR KOHAT,SHEN DHAND,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,ORAKZAI,LOWER ORAKZAI,AND KHEL,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,KURRAM,LOWER KURRAM,SATEEN,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,KURRAM,UPPER KURRAM,AHQ WEST SIDE,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,KHYBER,LANDI KOTAL,MIRDAD KHEL,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,BAJOUR,KHAR,KHAR 6,60,2,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KPTD,BAJOUR,UTMANKHEL,GARDAI 2,60,1,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,DIKHAN,DERA ISMAIL KHAN,DERA CITY-I,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,DIKHAN,DERA ISMAIL KHAN,KURAI,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,DIKHAN,PHARPUR,PANYALA,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,TANK,TANK,TANK CITY,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,LAKKIMRWT,LAKKI MARWAT,1.LAKKI,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,LAKKIMRWT,LAKKI MARWAT,11.MASHAMANSOOR,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,BANNU,BANNU,HINJAL,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,KARAK,KARAK,PALOSA SAR,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,KARAK,KARAK,SABIR ABAD,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,KOHAT,KOHAT,URBAN-4,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,NOWSHERA,NOWSHERA,KABUL RIVER,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,NOWSHERA,NOWSHERA,NAWA KALY,60,2,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,FAQIR ABAD,60,13,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,GULBAHAR,60,6,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,GUNJ,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,HASAN GARHI 2,60,29,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,KAKSHAL 2,60,7,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,KARIM PURA,60,7,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,KHALSA 2,60,15,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,NOTHIA QADEEM,60,7,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,SIKANDAR TOWN,60,21,Fail,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,PESHAWAR,PESHAWAR,TEHKAL BALA,60,19,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,SWABI,SWABI,BAM KHEIL,60,6,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,SWABI,SWABI,KOTHA,60,2,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,SWABI,SWABI,TOPI EAST,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,SWABI,SWABI,TOPI WEST,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,HARIPUR,HARIPUR,ALI KHAN,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,HARIPUR,HARIPUR,HATTAR,60,1,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,ABOTABAD,ABBOTTABAD,KAKUL,60,7,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,ABOTABAD,ABBOTTABAD,KUTWAL,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MARDAN,MARDAN,BUGHDADA,60,6,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MARDAN,MARDAN,MAYAR,60,4,Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MARDAN,MARDAN,RUSTAM,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MARDAN,MARDAN,SHAMOZAI,60,1,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,BUNIR,MANDAN,KOGA,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,DIRLOWER,TIMERGARA,CHAKDARA,60,3,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MANSEHRA,MANSEHRA,SHINKIARI,60,0,High Pass,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,MANSEHRA,MANSEHRA,TANDA,60,12,Low,Valid
PAK-2013-001, tOPV,2013-01-14,2013-01-16,2013,January,PAKISTAN,KHYBER PAKHTOON,DIRUPPER,DIR,5.UC BARAWAL,60,17,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,,,JHAT PAT,CHALGRI,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,KABDULAH,CHAMAN,C. ROAD,50,8,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,KABDULAH,CHAMAN,ROGHAN 1,50,17,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,NSIRABAD,DM JAMALI,DM JAMALI TOWN (G),50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,NSIRABAD,DM JAMALI,DM JAMALI TOWN (S),50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,PISHIN,KAREZAT,YARO,50,15,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,PISHIN,PISHIN,D/KHANOZAI,50,9,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,BALOCHISTAN,PISHIN,PISHIN,PISHIN TOWN,50,9,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,ISLAMABAD,CDA,CDA,RURAL-4,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,ISLAMABAD,ICT,ICT,RAWAT,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,DGKHAN,DG KHAN,HAJI GHAZI,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,DGKHAN,DG KHAN,MAMMORI,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,DGKHAN,TAUNSA,MAKWAL KALAN,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,DGKHAN,TAUNSA,SOKAR,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 177,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 189,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 195,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 208,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 218,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 236,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 245,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,FAISALABAD,FSD CITY,UC 277,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,ALLAMA IQBAL TOWN,UC 113,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,ALLAMA IQBAL TOWN,UC 118,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,AZIZ BHATTI TOWN,UC 41,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,DATA GUNJBUX TOWN,UC 72,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,GULBERG TOWN,UC 131,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,RAVI TOWN,UC 28,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,SAMANABAD TOWN,UC 84,50,9,Fail,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,LAHORE,SHALIMAR TOWN,UC 23,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MIANWALI,MAINWALI,MAINWALI 2 CITY,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MIANWALI,PIPLAN,HURNOLI(U),50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,JALALPUR PIRWALA,DURAB PUR,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,MULTAN RURAL,HAMID PUR KNORA,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,MULTAN URBAN,ABBAS PURA,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,MULTAN URBAN,GULDIN COLONY,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,MULTAN URBAN,KHANQAH INAYAT SHAH,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MULTAN,SHUJABAD,THATH GHALWAN,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MUZFARGARH,ALIPUR,ALI WALI,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MUZFARGARH,JATOI,JHALARIN,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MUZFARGARH,KOT ADU,WANDHER,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MUZFARGARH,MUZAFFARGARH,CITY NO-1,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,MUZFARGARH,MUZAFFARGARH,UTRASANDEELA,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAJANPUR,JAM PUR,KOTLA DEWAN,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAJANPUR,RAJAN PUR,KOTLA ESAN,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAJANPUR,ROJHAN,ROJHAN CITY,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAJANPUR,ROJHAN,SOONMIANI,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAWALPINDI,RWP CANTT,CT,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAWALPINDI,RWP CANTT,CT-2,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAWALPINDI,RWP CITY,U.C NO. 35,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RAWALPINDI,RWP RURAL,BAGA SHIEKHAN,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RYKHAN,KHANPUR,72/C,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RYKHAN,LIAQUAITPUR,ALLAHABAD,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RYKHAN,RAHIMYAR KHAN,BADLI SHARIF,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,PUNJAB,RYKHAN,SADIQABAD,BHONG,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,GHOTKI,KHAN GARH,MITHRI,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,GHOTKI,UBAURO,WASTI JEEVAN SHAH,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,HYDERABAD,HYDERABAD CITY,HYDERABAD-14,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,HYDERABAD,HYDERABAD CITY,HYDERABAD-19,50,4,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,HYDERABAD,HYDERABAD CITY,HYDERABAD-6,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,HYDERABAD,QASIMABAD,QASIMABAD UC 5,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,JACOBABAD,GARHI KHAIRO,ALLANPUR,50,5,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,JACOBABAD,THULL,LOGI,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KAMBAR,QUBO SAEED KHAN,HAZARWAH,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KAMBAR,WARAH,WARAH,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KASHMORE,KASHMORE,SODHI,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KASHMORE,TANGWANI,SAIFAL,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KHAIRPUR,KINGRI,KOT MIR MOHAMMAD,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,KHAIRPUR,THARI MIR WAH,MEHAR VESAR,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,LARKANA,DOKRI,YAROO LAKHAIR,50,3,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,LARKANA,RATO DERO,BANGUL DERO,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,MIRPURKHAS,JHUDO,NAUKOT,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,MIRPURKHAS,MIRPURKHAS,MIRPURKHAS - 7,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,NFEROZ,BHIRIA,DALIPOTA,50,0,High Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,NFEROZ,MORO,FATOO BILAL,50,6,Low,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,SHIKARPUR,LAKHI,RUSTAM,50,2,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,SHIKARPUR,SHIKARPUR,LODRA,50,1,Pass,Valid
PAK-2013-003, bOPV,2013-02-11,2013-02-14,2013,February,PAKISTAN,SINDH,SUKKUR,NEW SUKKUR,NEW GOTH,50,1,Pass,Valid
